tag,id,type,answerable,refused,refusal_correct,gold_in_context,n_context,n_sources,cited,latency,prompt_tokens,completion_tokens,correctness,faithfulness,relevancy,judge_comment,question,answer,expected
qwen3.8-27b/basic,q26,multi_doc,True,False,True,True,5,1,True,22.34,870,76,5,5,5,"Ответ полностью верен, содержит правильные данные из контекста и верный итоговый расчет.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?","Чтобы купить оба предмета, нужно сложить их стоимости:

*   **Black King Bar** стоит **4050** золота [2].
*   **Linken's Sphere** стоит **4800** золота [1].

**Итого:** 4050 + 4800 = **8850 золота**.",4050 + 4800 = 8850 золота.
qwen3.8-27b/basic,q27,multi_doc,True,False,True,True,5,3,False,3.78,729,305,5,5,5,"Ответ полностью точен, содержит базовый урон из официальных источников, а также подробную и полностью подтвержденную контекстом информацию о бонусах к урону из дополнительных источников.",Какой урон наносит Laguna Blade у Lina?,"Урон способности **Laguna Blade** у Lina зависит от уровня заклинания и наличия улучшений.

Согласно предоставленным данным:

1.  **Базовый урон (по данным патча 7.41c и официального сайта):**
    *   Уровень 1: **400**
    *   Уровень 2: **580**
    *   Уровень 3: **760**

2.  **Урон с учётом бонусов (по данным Dota 2 Wiki):**
    Способность временно наделяет Lina 10 стаками способности *Fiery Soul*, что увеличивает урон.
    *   С максимальными стаками *Fiery Soul*: до **640 / 840 / 1040** урона.
    *   Если активна способность *Flame Cloak* и есть максимальные стаки *Fiery Soul*: до **864 / 1134 / 1404** урона.

**Важные примечания:**
*   Между применением способности и нанесением урона есть задержка в **0,25 сек.**
*   Способность нельзя применить к курьерам.
*   Улучшение от **Aghanim's Shard** не увеличивает урон напрямую, но даёт Lina эффекты *Fiery Soul* после применения заклинания.",По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
qwen3.8-27b/basic,q28,reasoning,True,False,True,True,5,3,False,16.54,794,148,5,5,5,"Ответ полностью верен, полностью подтвержден контекстом, точно отвечает на поставленный вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, то при получении направленного в него заклинания сработает **только Counterspell**.

Согласно базе знаний:
1. Counterspell имеет **наивысший приоритет** среди всех способностей блокировки и отражения заклинаний.
2. Из-за этого Linken's Sphere (а также Lotus Orb, Mirror Shield и Planar Pocket союзников) **не срабатывают**, пока активен Counterspell.

Таким образом, заклинание будет заблокировано и отражено обратно на врага именно через Counterspell, а не через Linken's Sphere.","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
qwen3.8-27b/basic,q29,reasoning,True,False,True,True,5,1,True,8.5,830,144,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.","Замедлит ли Mana Break у Anti-Mage цель, у которой вообще нет маны?","Нет, Mana Break у Anti-Mage **не замедлит** цель, у которой вообще нет маны.

Согласно базе знаний, способность работает следующим образом:
1. Сначала сжигается ману.
2. Затем наносится урон.
3. Замедление (slow) применяется **только если у цели не осталось маны** после сжигания.

В контексте [1] прямо указано: *""Does not apply the movement speed slow to units without mana""* (Не применяет замедление к юнитам без маны). Поскольку у цели изначально нет маны, условие для применения дебаффа замедления не выполняется.",Нет: замедление передвижения не применяется к существам без маны.
qwen3.8-27b/basic,q30,reasoning,True,False,True,True,5,1,True,0.52,756,189,5,5,5,"Ответ полностью верен, полностью опирается на предоставленный контекст и точно отвечает на поставленный вопрос.",Можно ли снять оглушение (стан) базовым развеиванием?,"Нет, базовым развеиванием (Basic Dispel) оглушение (стан) снять нельзя.

Согласно предоставленным данным:
*   **Базовое развеивание** удаляет большинство эффектов, изменяющих характеристики (например, замедление, бонусный урон или тишину), но **не способно** удалить большинство «жёстких» отключений (hard disables), к которым относятся **оглушения (stuns)** и источники принудительного перемещения [4].
*   Для снятия оглушения требуется **сильное развеивание (Strong Dispel)**, которое удаляет все типы дебаффов, кроме тех, которые снимаются только смертью [4].

Таким образом, если способность или предмет обладает только базовым развеиванием, оно не поможет противнику, находящемуся под эффектом оглушения.","Нет: базовое развеивание снимает замедления, бонусы, silence и т.п., но не снимает большинство жёстких контролей вроде оглушения — для этого нужно сильное развеивание (strong dispel)."
qwen3.8-27b/basic,q31,reasoning,True,False,True,True,5,1,True,0.59,794,227,5,5,5,"Ответ полностью верен, детально объясняет механику на основе контекста и полностью совпадает с эталоном.",Поможет ли уклонение (evasion) против урона от заклинаний?,"Нет, уклонение (evasion) **не поможет** против урона от заклинаний.

Согласно предоставленным данным:
1.  **Evasion** — это механика, которая позволяет юниту уклониться от **входящей атаки** (incoming attack). Она срабатывает только при попадании атаки (projectile impact или attack point) [2].
2.  Урон от заклинаний (spell damage) не является атакой в механическом смысле Dota 2, поэтому на него не влияют эффекты уклонения.
3.  Для снижения урона от заклинаний используются другие механики, такие как **Spell Block** (блокировка заклинаний) или предметы, дающие сопротивление магии (например, Veil of Discord увеличивает получаемый урон от заклинаний, а не защищает от него напрямую, но показывает, что урон от заклинаний — отдельная категория).

Таким образом, если противник использует заклинание, ваше уклонение не даст вам шанс избежать этого урона.",Нет: уклонение срабатывает только против атак; к тому же True Strike и Accuracy его игнорируют.
qwen3.8-27b/basic,q32,reasoning,True,False,True,True,5,5,False,0.83,774,345,5,5,5,"Ответ полностью верен, детально раскрывает тему с опорой на контекст и добавляет полезные уточнения из него.","Что произойдёт с поддерживаемым (channeling) заклинанием героя, если на него наложить Silence?","Если на героя, который использует поддерживаемое (channeling) заклинание, наложить эффект **Silence** (Безмолвие), то **заклинание будет прервано**.

Согласно предоставленным фрагментам из базы знаний:
1.  **Silence прерывает канал:** В разделе «Channeling — Interrupting Channeled Abilities» прямо указано: *«Silence will interrupt channeling from abilities only»* (Безмолвие прерывает поддержание только от способностей героев).
2.  **Последствия прерывания:** То, что произойдет дальше, зависит от конкретного заклинания:
    *   Некоторые способности **ничего не сделают** (не нанесут урон/эффект), но при этом **потратят ману** и **уйдут в перезарядку** (например, Psionic Projection у Templar Assassin, Echo Stomp у Astral Spirit/Elder Titan, Warp у Fiend's Gate и др.).
    *   Другие способности могут иметь максимальную силу, зависящую от времени канала, и при прерывании сработают с уменьшенным эффектом (если это предусмотрено их механикой, хотя в списке «Do Nothing» перечислены те, которые полностью сгорают).

**Важное уточнение:** Silence прерывает поддержание **только от способностей героев**. Если герой поддерживает эффект от предмета (например, Aghanim's Scepter или другие предметы с каналом), то Silence его **не** прервет — для этого нужен эффект **Mute** (Заглушение).",Silence прерывает поддерживаемое заклинание.
qwen3.8-27b/basic,q33,reasoning,True,False,True,True,5,2,True,11.56,811,148,5,5,5,"Ответ полностью верен, детально обоснован контекстом и точно отвечает на поставленный вопрос.",Может ли Meat Hook у Pudge притянуть союзника и нанесёт ли он ему урон?,"Да, Meat Hook у Pudge может притянуть союзника, но **не наносит ему урон**.

Согласно предоставленным данным:
*   В примечаниях к способности прямо указано: «Притягивает союзников, но не наносит им урон» [1].
*   В описании механики на вики уточняется, что союзники не получают от крюка ни урона, ни оглушения (disable), и могут свободно действовать во время перетаскивания [4].

Таким образом, крюк безопасно использовать для перемещения союзников (например, для спасения или позиционирования), не рискуя их здоровьем.","Да, крюк притягивает союзников, но не наносит им урона."
qwen3.8-27b/basic,q34,reasoning,True,False,True,True,5,1,True,7.46,804,109,5,5,5,"Ответ полностью верен, опирается на контекст, точно и прямо отвечает на поставленный вопрос.",Anti-Mage пытается сделать Blink на 100 единиц. На какое расстояние он переместится?,"Согласно предоставленным фрагментам из базы знаний, если Anti-Mage пытается сделать Blink на расстояние, меньшее минимального (которое составляет 200 единиц), он переместится на **200** единиц.

Это подтверждается фрагментом [1]: *""Attempting to blink less than the min distance will blink for 200 range instead.""* (Попытка сделать блинк на расстояние меньше минимального приведет к перемещению на 200 единиц).",На 200 единиц: при попытке переместиться меньше минимальной дистанции Blink переносит на 200.
qwen3.8-27b/basic,q35,unanswerable,False,True,True,,5,0,False,5.41,1149,94,5,5,5,"Ответ полностью корректен, учитывает отсутствие информации в контексте, дает пояснение и следует эталону.",Кто выиграл The International 2019?,"В предоставленных фрагментах базы знаний нет информации о том, кто выиграл The International 2019.

В контексте упоминается The International 2019 только в связи с тем, что на этом турнире был представлен герой Void Spirit (фрагмент [3]), но победитель турнира не указан.

Для справки (из внешних знаний): The International 2019 выиграла команда **OG**.",
qwen3.8-27b/basic,q36,unanswerable,False,False,False,,5,4,False,5.76,1017,177,5,5,5,"Ответ полностью совпадает по смыслу с эталоном, корректно указывает на отсутствие информации в контексте и обосновывает это.",Сколько стоит набор Arcana для Pudge в магазине Steam?,"В предоставленном контексте отсутствует информация о стоимости набора Arcana для Pudge в магазине Steam.

Представленные фрагменты содержат только данные о:
1.  Предмете **Arcane Boots** (стоимость 1500 золота).
2.  Предмете **Arcane Blink** (стоимость 6800 золота).
3.  Базовых характеристиках и способности **Pudge**.
4.  Изменениях в патче 7.41e для других предметов.

Наборы Arcana — это косметические предметы, которые не описаны в данном тексте. Чтобы узнать их точную стоимость, необходимо обратиться к актуальной информации в магазине Steam или на официальном сайте Dota 2, так как цены на косметику могут меняться и не указаны в предоставленных данных.",
qwen3.8-27b/basic,q37,unanswerable,False,False,False,,5,5,False,9.38,830,69,5,5,5,"Система корректно определила отсутствие информации в контексте и дала ответ, полностью совпадающий по смыслу с эталоном.",Какой рейтинг MMR у профессионального игрока Miracle-?,"В предоставленных фрагментах базы знаний отсутствует информация о рейтинге MMR профессионального игрока Miracle-.

Предоставленные данные содержат только характеристики героев (Mirana, Monkey King, Rubick), описание способности Ember Spirit и описание предмета Tumbler's Toy.

Поэтому ответить на ваш вопрос на основе данного контекста невозможно.",
qwen3.8-27b/basic,q38,unanswerable,False,True,True,,5,0,False,3.53,624,153,5,5,5,"Ответ полностью совпадает по смыслу с эталоном, корректно указывает на отсутствие информации в контексте и аргументирует это фактами из базы знаний.",Когда выйдет Dota 3?,"В предоставленных фрагментах базы знаний нет информации о дате выхода Dota 3.

Представленные тексты содержат только следующие факты:
*   Изменение имени героя Doom (из ""Doom Bringer"" в ""Doom"") в 2013 году.
*   Обновление поведения ботов в патче от 25 марта 2021 года.
*   Первое появление Winter Wyvern в трейлере ""The Coming of the Year Beast"" в феврале 2015 года.
*   Информация о герое Kunkka и его альтернативных именах.

Таким образом, на основе имеющихся данных ответить на вопрос о дате выхода Dota 3 невозможно.",
qwen3.8-27b/basic,q39,unanswerable,False,False,False,,5,5,False,7.58,844,202,3,4,4,"Эталон требовал ответа о недостатке информации, однако система дала полезный аналитический ответ с уточнением, указав на несуществование такого героя и предложив варианты (Queen of Pain и Crystal Maiden), частично опираясь на контекст.",Какие способности у героя Frostblade Queen?,"В игре Dota 2 не существует героя с именем **Frostblade Queen**.

Скорее всего, вы перепутали названия героев или способностей. В предоставленном контексте упоминаются два разных героя:

1.  **Queen of Pain** (Королева боли) — её способности включают *Shadow Strike*, *Sonic Wave* и другие.
2.  **Crystal Maiden** (Кристальная невеста) — её способности включают *Frostbite*, *Freezing Field*, *Crystal Nova* и *Crystal Clone*.

Возможно, вы имели в виду:
*   Способность **Frostbite** у **Crystal Maiden** (которая заковывает противника в лёд).
*   Или же вы ищете информацию о **Queen of Pain**, но ошиблись в названии.

Если вы уточните, какого именно героя или какую способность вы имеете в виду, я смогу дать более точный ответ.",
qwen3.8-27b/basic,q40,unanswerable,False,True,True,,5,0,False,11.65,775,231,5,5,5,"Ответ полностью совпадает по смыслу с эталоном (указывает на отсутствие информации в базе), аргументирован контекстом и релевантен вопросу.",Как собирать Yasuo в League of Legends?,"В предоставленной базе знаний нет информации о сборке героя **Yasuo** в игре **League of Legends**.

База знаний содержит только следующие данные:
1.  Таланты героя **Wraith King** из Dota 2 (в конце списка случайно упомянуто имя ""Yasuo"", но это, вероятно, ошибка или артефакт данных, так как Yasuo не является героем Dota 2).
2.  Характеристики героев **Windranger** и **Yasuo** (вероятно, это опечатка в базе, и под ""Yasuo"" подразумевается другой герой Dota 2, например, **Juggernaut** или **Phantom Lancer**, либо это просто ошибочная запись, так как Yasuo не существует в Dota 2).
3.  Описания предметов **Sange and Yasha**, **Yasha** и **Yasha and Kaya** из Dota 2.

**Вывод:** На основании предоставленного контекста невозможно ответить на вопрос о сборке Yasuo в League of Legends, так как эта информация отсутствует.",
qwen3.8-27b/basic,q41,unanswerable,False,False,False,,5,5,True,12.56,705,156,5,5,5,"Ответ полностью совпадает по смыслу с эталоном (информации нет), строго следует контексту и точно отвечает на вопрос, аргументируя отсутствие информации.",Какие системные требования у Dota 2 для Mac?,"В предоставленных фрагментах базы знаний **отсутствует информация** о системных требованиях Dota 2 для Mac (или любой другой операционной системы).

Предоставленные тексты описывают:
*   Настройки игры (управление, консольные команды) [1].
*   Механики мира (карта, здания) [2].
*   Эффекты паузы от способностей героев [3].
*   Историю карты [4].
*   Общее описание карты [5].

Чтобы узнать актуальные системные требования для macOS, рекомендуется обратиться к официальному сайту Steam или странице игры в Steam, так как эта информация не входит в текущий контекст.",
gpt-oss-120b/strict+gate,q01,factoid,True,False,True,True,2,1,True,0.61,579,42,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на вопрос.",Сколько стоит Blink Dagger?,Blink Dagger стоит 2250 золота [1].,Blink Dagger стоит 2250 золота.
gpt-oss-120b/strict+gate,q02,factoid,True,False,True,True,2,1,True,0.5,639,40,5,5,5,"Ответ полностью верный, подтвержден контекстом и точно отвечает на вопрос.",Какой основной атрибут у героя Axe?,Основной атрибут героя Axe — Сила[1].,Основной атрибут Axe — сила.
gpt-oss-120b/strict+gate,q03,factoid,True,False,True,True,5,1,True,0.38,1009,37,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой тип атаки у Crystal Maiden?,Тип атаки у Crystal Maiden — дальний бой[1].,Crystal Maiden атакует в дальнем бою (ranged).
gpt-oss-120b/strict+gate,q04,factoid,True,False,True,True,5,1,True,0.29,867,85,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько стоит Aghanim's Scepter и какие бонусы он даёт?,"Aghanim's Scepter стоит 4200 золота. Он даёт пассивное улучшение Ability Upgrade (улучшает ульту и некоторые способности), плюс бонус +10 ко всем атрибутам, +175 к здоровью и +175 к мане[1].","Aghanim's Scepter стоит 4200 золота и даёт +10 ко всем атрибутам, +175 к здоровью и +175 к мане, а также улучшает ульт и некоторые способности."
gpt-oss-120b/strict+gate,q05,factoid,True,False,True,True,5,1,True,0.57,983,62,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой урон наносит Culling Blade у Axe?,Culling Blade наносит урон 275 / 375 / 475 в зависимости от уровня способности [1],Culling Blade наносит 275 / 375 / 475 чистого урона.
gpt-oss-120b/strict+gate,q06,factoid,True,False,True,True,5,2,True,0.41,779,121,5,5,5,"Ответ полностью верен, содержит все роли из эталона, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие роли у Crystal Maiden?,"У Crystal Maiden указаны три роли: Саппорт, Нюкер и Дизейблер [1]. В англоязычном описании те же роли перечислены как Support, Disabler и Nuker [2].","Crystal Maiden — саппорт, нюкер и дизейблер."
gpt-oss-120b/strict+gate,q07,factoid,True,False,True,True,5,3,True,0.74,1107,175,5,5,5,"Ответ полностью верен, подробно раскрывает механику способности Arcane Aura, полностью подтверждается контекстом и точно отвечает на вопрос.",Что делает способность Arcane Aura у Crystal Maiden?,"Способность **Arcance Aura** даёт дополнительное восстановление маны всем дружественным единицам на карте: базовый бонус 0,4 / 0,6 / 0,8 / 1 мана в секунду, а союзники, находящиеся в радиусе 1200 от Crystal Maiden, получают в 3 раза больше (1,2 / 1,8 / 2,4 / 3 мана в секунду) [1][2][3]. Кроме того, сама Crystal Maiden восстанавливает ману в 7 раз большем размере, чем базовый бонус [2][4]. [5]","Arcane Aura увеличивает восстановление маны всем союзникам на карте; союзники в радиусе 1200 получают бонус в 3 раза больше, а сама Crystal Maiden — ещё больше."
gpt-oss-120b/strict+gate,q08,factoid,True,False,True,True,3,1,True,1.28,789,95,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на вопрос.",Сколько длятся день и ночь в Dota 2?,"Каждый «день» в Dota 2 длится 10 минут и делится поровну между дневным и ночным временем, то есть дневная и ночная фазы по 5 минут каждая[1].",Полный цикл длится 10 минут: 5 минут день и 5 минут ночь; первая ночь начинается в 5:00.
gpt-oss-120b/strict+gate,q09,specific,True,False,True,True,5,1,True,0.53,1025,77,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько секунд после получения урона от вражеского героя нельзя использовать Blink Dagger?,Нельзя использовать Blink Dagger в течение 3 секунд после получения урона от вражеского героя[1].,"3 секунды: Blink Dagger нельзя использовать, если в последние 3 секунды владелец получал урон от вражеских героев или Рошана."
gpt-oss-120b/strict+gate,q10,specific,True,False,True,True,5,1,True,0.46,1026,73,5,5,5,"Ответ полностью верный, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какая перезарядка у Mana Void у Anti-Mage?,"Перезарядка Mana Void у Anti‑Mage составляет 100 сек. на первом уровне, 85 сек. на втором и 70 сек. на третьем [1].",Перезарядка Mana Void — 100 / 85 / 70 секунд.
gpt-oss-120b/strict+gate,q11,specific,True,False,True,True,5,1,True,0.53,1023,107,4,4,5,"Ответ верен и полностью соответствует контексту и эталону, хотя в самой Dota 2 длительность BKB уменьшается с каждым использованием, а не с ""уровнями предмета"" (у предметов в Dota нет уровней), но суть передана верно на основе контекста [1].",Сколько длится эффект Black King Bar и какая у него перезарядка?,"Эффект Black King Bar длится 9 секунд на первом уровне, 8 секунд на втором и 7 секунд на третьем [1], а его перезарядка составляет 95 секунд [1].","Avatar действует 9 / 8 / 7 секунд (длительность уменьшается с каждым использованием), перезарядка 95 секунд."
gpt-oss-120b/strict+gate,q12,specific,True,True,False,False,0,0,False,0.0,0,0,1,5,5,"В контексте не было информации, поэтому система корректно ответила отказом в соответствии с правилами RAG.",Сколько брони даёт одно очко ловкости?,В базе знаний недостаточно информации для ответа на этот вопрос.,"Каждое очко ловкости увеличивает броню героя на 0,167 (1/6)."
gpt-oss-120b/strict+gate,q13,specific,True,False,True,True,5,2,True,0.41,976,123,5,5,5,"Ответ полностью верен, опирается на предоставленный контекст и точно отвечает на поставленный вопрос.",В какое время нужно стакать лагерь нейтральных крипов?,"Для большинства лагерей их нужно стакать примерно на 54‑55‑й секунде игры — чтобы к отметке полной минуты появился новый набор крипов [1]. При этом нейтральные крипы появляются каждую минуту (1:00, 2:00, 3:00 и т.д.), и если в границе лагеря находится любой юнит, новый спаун не произойдёт [2].","Большинство лагерей стакают примерно на 54–55 секунде каждой минуты, чтобы в начале минуты появилась новая пачка крипов."
gpt-oss-120b/strict+gate,q14,specific,True,False,True,True,5,1,True,0.29,1133,68,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие таланты у Juggernaut на 25 уровне?,У Juggernaut на 25 уровне доступны два таланта: +1 сек. действия Omnislash и 40 % вампиризма от Blade Dance[1].,На 25 уровне: +1 сек. действия Omnislash или 40% вампиризма от Blade Dance.
gpt-oss-120b/strict+gate,q15,specific,True,False,True,False,3,1,True,0.41,670,59,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Сколько опыта получают враги, если крипа на линии заденаили?","Враги получают 50 % от опыта, который обычно даёт убитый крип — то есть половину его обычного опыта [1].",Враги получают 50% опыта за заденаенных линейных крипов и не получают золота.
gpt-oss-120b/strict+gate,q16,specific,True,False,True,True,5,2,True,2.29,998,59,5,5,5,"Ответ полностью точен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько золота даёт руна богатства (Bounty Rune) в начале игры?,Руна богатства даёт 40 золота каждому герою команды при её первом появлении в начале игры [1][3].,Изначально руна даёт 40 золота каждому герою команды; далее награда растёт на 6 золота каждые 4 минуты.
gpt-oss-120b/strict+gate,q17,specific,True,False,True,True,5,1,True,5.67,1056,114,5,5,5,"Ответ полностью точен, содержит правильные данные из контекста и полностью отвечает на вопрос.",Какая дальность и перезарядка у Meat Hook у Pudge?,"Дальность применения Meat Hook — 1300 единиц [1]​. Перезарядка способности — 18 сек. на 1‑м уровне, 16 сек. на 2‑м, 14 сек. на 3‑м и 12 сек. на 4‑м уровне [1]​.","Дальность 1300, перезарядка 18 / 16 / 14 / 12 секунд."
gpt-oss-120b/strict+gate,q18,specific,True,True,False,False,5,0,False,0.33,856,38,5,5,5,"В предоставленном контексте действительно нет информации о патче 7.41f, поэтому отказ системы является абсолютно верным и корректным.",Что изменили у Anti-Mage в патче 7.41f?,В базе знаний недостаточно информации для ответа на этот вопрос.,В 7.41f у Mana Break урон от сожжённой маны увеличен с 60% до 65%.
gpt-oss-120b/strict+gate,q19,specific,True,False,True,True,3,2,True,1.01,741,80,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько маны стоит Laguna Blade у Lina?,Затраты маны на Laguna Blade у Lina составляют 150 / 300 / 450 мана [1][2].,Laguna Blade стоит 150 / 300 / 450 маны.
gpt-oss-120b/strict+gate,q20,multi_doc,True,False,True,True,5,1,True,0.5,1068,96,5,5,5,"Ответ полностью верен, опирается на контекст, точно отвечает на вопрос и корректно сравнивает стоимость.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"Стоимость Blink Dagger — 2250 золота [2]. Стоимость Overwhelming Blink — 6800 золота [1]. Таким образом, Overwhelming Blink дороже Blink Dagger почти в три раза.","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
gpt-oss-120b/strict+gate,q21,multi_doc,True,True,False,True,1,0,False,0.75,512,37,1,5,1,"В контексте есть информация только по Axe (броня 3), а по Anti-Mage информации нет, поэтому система выдала корректный с точки зрения галлюцинаций отказ, но сам вопрос требует сравнения, для которого данных не хватило.",У кого больше базовой брони: у Axe или у Anti-Mage?,В базе знаний недостаточно информации для ответа на этот вопрос.,"У Anti-Mage больше: около 6,17 брони против 3 у Axe."
gpt-oss-120b/strict+gate,q22,multi_doc,True,False,True,True,5,2,True,0.57,999,88,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"У обеих героинь основной атрибут — Интеллект, а тип атаки — дальний бой[2][1].","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
gpt-oss-120b/strict+gate,q23,multi_doc,True,False,True,True,5,2,True,0.73,990,190,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и отвечает на поставленный вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,"В патче 7.41d дальность применения Battle Hunger была уменьшена с 700/775/850/925 до 600/700/800/900 [1].  
В патче 7.41e урон в секунду способности был снижен с 12/18/24/30 до 12/16/20/24 [2].",В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
gpt-oss-120b/strict+gate,q24,multi_doc,True,False,True,True,5,4,True,1.74,799,181,5,5,5,"Ответ полностью точен, полон, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Чем Silence отличается от Break?,"Silence — это эффект, который полностью блокирует любые заказы на использование активных способностей (за исключением кастов предметов) и отключает автокасты, но не влияет на пассивные умения [3][4].  
Break — это статус‑эффект, который отключает только пассивные способности (включая их шанс срабатывания, внутренние кулдауны, модификаторы атак и постоянные бонусы), при этом пассивные эффекты предметов и талантов остаются активными [1][2].  
Таким образом, Silence ограничивает использование активных умений, а Break — только пассивных.","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
gpt-oss-120b/strict+gate,q25,multi_doc,True,True,False,False,2,0,False,0.67,608,146,3,5,4,"Ответ системы отлично объясняет вампиризм заклинаний по контексту, но упускает сравнение с обычным вампиризмом, сославшись на отсутствие информации в контексте (хотя в эталоне оно есть).",Чем вампиризм заклинаний (spell lifesteal) отличается от обычного вампиризма (lifesteal)?,"Spell lifesteal восстанавливает здоровье в зависимости от фактического урона, нанесённого заклинанием, и не учитывает избыточный урон, который превышает текущие HP цели — в случае убийства лечение рассчитывается только от оставшегося здоровья цели [1]. О обычном (атакующем) вампиризме в предоставленном контексте нет информации.","Обычный lifesteal лечит от урона атак, а spell lifesteal — от урона заклинаний; spell lifesteal не учитывает избыточный урон (overkill) — лечение считается от оставшегося здоровья цели."
gpt-oss-120b/strict+gate,q26,multi_doc,True,False,True,True,5,1,True,7.48,1070,72,5,5,5,"Ответ полностью точен, содержит правильные расчеты, подтвержден контекстом и прямо отвечает на вопрос.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?",Для покупки Black King Bar (4050 золота) и Linken's Sphere (4800 золота) потребуется 8850 золота [2][1].,4050 + 4800 = 8850 золота.
gpt-oss-120b/strict+gate,q27,multi_doc,True,False,True,True,5,2,True,4.76,894,68,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой урон наносит Laguna Blade у Lina?,Laguna Blade наносит урон 400 / 580 / 760 в зависимости от уровня способности [1][2].,По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
gpt-oss-120b/strict+gate,q28,reasoning,True,False,True,True,5,3,True,7.59,998,105,5,5,5,"Ответ полностью верен, опирается на предоставленный контекст и точно отвечает на поставленный вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","При активном Counterspell срабатывает именно Counterspell — он блокирует заклинание и, если оно целенаправленное, отправляет его обратно к врагу, а Linken’s Sphere при этом не срабатывает [1][3][5].","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
